,element,fixture,opponent_team,total_points,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,position,was_home,was_home_True,opponent_difficulty,form
11198,587,298,17,1,2023-04-08T16:30:00Z,1,4,30,9,0,0,0,0,0,0,0,0,0,0,0,3,2.4,1.1,0.0,0.4,0,0.00,0.00,0.00,0.00,44,-39,8699,60,99,Defender,0,0,5,0.0
11199,610,298,17,2,2023-04-08T16:30:00Z,1,4,30,90,0,0,0,1,0,0,0,0,0,0,0,13,6.6,1.1,0.0,0.8,1,0.00,0.00,0.00,0.35,50,44338,289938,53031,8693,Defender,0,0,5,5.5
11201,21,298,13,2,2023-04-08T16:30:00Z,1,4,30,90,0,0,0,4,0,0,0,0,0,0,0,6,12.4,0.8,0.0,1.3,1,0.00,0.01,0.01,2.64,48,-25,4741,16,41,Midfielder,1,1,2,1.25
11202,321,298,13,2,2023-04-08T16:30:00Z,1,4,30,79,0,0,0,4,0,0,0,0,0,0,0,9,9.8,10.9,0.0,2.1,1,0.00,0.01,0.01,2.64,45,-83,20304,282,365,Midfielder,1,1,2,2.0
11203,400,298,13,2,2023-04-08T16:30:00Z,1,4,30,79,0,0,0,4,0,0,0,0,0,0,0,7,3.2,0.5,0.0,0.4,1,0.00,0.00,0.00,2.64,48,13,3896,220,207,Midfielder,1,1,2,4.25
11204,405,298,13,1,2023-04-08T16:30:00Z,1,4,30,29,0,0,0,2,0,0,0,0,0,0,0,3,1.2,0.0,0.0,0.1,0,0.00,0.00,0.00,1.47,47,-62,7296,45,107,Midfielder,1,1,2,1.25
11205,406,298,13,2,2023-04-08T16:30:00Z,1,4,30,60,0,0,0,2,0,0,0,0,0,0,0,11,6.6,1.0,4.0,1.2,1,0.02,0.00,0.02,1.17,51,-84,6377,38,122,Midfielder,1,1,2,1.0
11206,407,298,13,2,2023-04-08T16:30:00Z,1,4,30,90,0,0,0,4,0,0,0,0,0,0,0,17,18.0,16.2,0.0,3.4,1,0.00,0.12,0.12,2.64,63,-25203,649248,8318,33521,Midfielder,1,1,2,4.25
11208,409,298,13,0,2023-04-08T16:30:00Z,1,4,30,90,0,0,0,4,0,0,0,0,0,0,0,7,0.0,0.8,0.0,0.0,1,0.00,0.01,0.01,2.64,44,33,73298,1176,1143,Defender,1,1,2,3.0
11209,410,298,13,0,2023-04-08T16:30:00Z,1,4,30,90,0,0,0,4,0,0,0,0,0,0,0,16,28.0,0.1,0.0,2.8,1,0.00,0.00,0.00,2.64,42,-674,26109,265,939,Defender,1,1,2,2.0
11211,416,298,13,1,2023-04-08T16:30:00Z,1,4,30,10,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.0,0.0,0.2,0,0.00,0.00,0.00,0.00,42,-247,35860,105,352,Midfielder,1,1,2,0.25
11212,417,298,13,1,2023-04-08T16:30:00Z,1,4,30,10,0,0,0,0,0,0,0,0,0,0,0,1,1.4,0.1,0.0,0.2,0,0.00,0.00,0.00,0.00,41,-1114,78546,3779,4893,Defender,1,1,2,2.5
11213,418,298,13,4,2023-04-08T16:30:00Z,1,4,30,21,0,1,0,1,0,0,0,0,0,0,0,19,20.2,10.5,4.0,3.5,0,0.00,0.10,0.10,0.99,50,-26,7011,12,38,Midfielder,1,1,2,0.0
11214,422,298,13,1,2023-04-08T16:30:00Z,1,4,30,90,0,0,0,4,0,0,0,0,0,4,0,17,34.8,0.0,0.0,3.5,1,0.00,0.00,0.00,2.64,45,-1348,75117,719,2067,Goalkeeper,1,1,2,2.75
11215,423,298,13,0,2023-04-08T16:30:00Z,1,4,30,90,0,0,0,4,0,0,0,0,0,0,0,7,5.8,0.1,4.0,1.0,1,0.14,0.00,0.14,2.64,45,-1414,18314,29,1443,Defender,1,1,2,2.75
11217,528,298,13,5,2023-04-08T16:30:00Z,1,4,30,21,1,0,0,1,0,0,0,0,0,0,0,27,35.0,0.1,17.0,5.2,0,0.14,0.00,0.14,0.99,53,-82,9656,176,258,Forward,1,1,2,1.5
11220,693,298,13,2,2023-04-08T16:30:00Z,1,4,30,68,0,0,0,3,0,0,0,0,0,0,0,6,1.2,0.3,0.0,0.2,1,0.00,0.00,0.00,1.65,50,-143,1592,51,194,Midfielder,1,1,2,1.25
11222,731,298,13,2,2023-04-08T16:30:00Z,1,4,30,68,0,0,0,3,0,0,0,0,0,0,0,5,3.2,14.3,8.0,2.6,1,0.05,0.01,0.06,1.65,50,-150,1406,37,187,Midfielder,1,1,2,1.5
11224,327,107,15,6,2022-10-16T13:00:00Z,0,0,11,90,0,0,1,0,0,0,0,0,0,2,0,24,16.0,0.0,0.0,1.6,1,0.00,0.00,0.00,0.91,49,-7899,663380,15499,23398,Goalkeeper,1,1,4,1.0
11226,331,107,15,3,2022-10-16T13:00:00Z,0,0,11,90,0,0,1,0,0,0,0,0,0,0,0,5,5.6,29.1,35.0,7.0,1,0.17,0.07,0.24,0.91,51,-1328,45199,770,2098,Midfielder,1,1,4,2.0
11227,332,107,15,6,2022-10-16T13:00:00Z,0,0,11,90,0,0,1,0,0,0,0,0,0,0,0,23,10.8,18.7,4.0,3.4,1,0.00,0.06,0.06,0.91,47,6614,54498,8482,1868,Defender,1,1,4,1.0
11228,333,107,15,2,2022-10-16T13:00:00Z,0,0,11,90,0,0,1,0,0,0,0,1,0,0,0,10,16.6,42.2,14.0,7.3,1,0.06,0.25,0.31,0.91,98,-9630,221219,5900,15530,Midfielder,1,1,4,1.5
11231,340,107,15,3,2022-10-16T13:00:00Z,0,0,11,90,0,0,1,0,0,0,0,0,0,0,0,15,6.6,29.6,17.0,5.3,1,0.04,0.17,0.21,0.91,73,-85391,554104,5689,91080,Midfielder,1,1,4,1.0
11233,342,107,15,9,2022-10-16T13:00:00Z,0,0,11,90,0,0,1,0,0,0,0,0,0,0,3,32,19.0,28.3,2.0,4.9,1,0.00,0.06,0.06,0.91,45,24602,881184,58809,34207,Defender,1,1,4,0.0
11239,593,107,15,2,2022-10-16T13:00:00Z,0,0,11,90,0,0,1,0,0,0,0,1,0,0,0,8,22.4,18.8,8.0,4.9,1,0.01,0.44,0.45,0.91,49,3740,153850,12635,8895,Midfielder,1,1,4,3.0
11240,609,107,15,3,2022-10-16T13:00:00Z,0,0,11,90,0,0,1,0,0,0,0,0,0,0,0,12,8.0,9.0,49.0,6.6,1,0.16,0.03,0.19,0.91,76,277228,975801,303376,26148,Midfielder,1,1,4,7.5
11244,356,107,14,2,2022-10-16T13:00:00Z,0,0,11,77,0,0,1,0,0,0,0,0,0,0,0,4,3.2,0.5,13.0,1.7,1,0.24,0.00,0.24,0.41,73,-5328,236721,24701,30029,Forward,0,0,3,3.6666666666666665
11245,357,107,14,6,2022-10-16T13:00:00Z,0,0,11,90,0,0,1,0,0,0,0,0,0,0,0,26,18.2,57.6,8.0,8.4,1,0.06,0.34,0.40,0.82,56,401398,5898774,451202,49804,Defender,0,0,3,6.333333333333333
11246,358,107,14,5,2022-10-16T13:00:00Z,0,0,11,77,0,0,1,0,0,0,0,1,0,0,0,10,0.0,0.2,4.0,0.4,1,0.00,0.00,0.00,0.41,45,-1666,167634,8863,10529,Defender,0,0,3,3.0
11247,359,107,14,1,2022-10-16T13:00:00Z,0,0,11,31,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.5,2.0,0.3,0,0.00,0.00,0.00,0.50,53,-904,9228,232,1136,Midfielder,0,0,3,1.0
11248,360,107,14,1,2022-10-16T13:00:00Z,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,4,3.0,0.0,0.0,0.3,0,0.00,0.00,0.00,0.29,43,-146,8943,265,411,Defender,0,0,3,0.3333333333333333
11250,365,107,14,1,2022-10-16T13:00:00Z,0,0,11,58,0,0,0,0,0,0,0,0,0,0,0,4,6.6,13.6,9.0,2.9,1,0.10,0.02,0.12,0.32,43,26216,475573,51559,25343,Midfielder,0,0,3,3.6666666666666665
11251,366,107,14,8,2022-10-16T13:00:00Z,0,0,11,90,0,0,1,0,0,0,0,0,0,0,2,31,25.4,0.8,4.0,3.0,1,0.00,0.07,0.07,0.53,48,-1342,1078979,62300,63642,Defender,0,0,3,3.3333333333333335
11252,367,107,14,1,2022-10-16T13:00:00Z,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,3,3.0,0.0,0.0,0.3,0,0.00,0.00,0.00,0.42,49,-8191,98576,4001,12192,Defender,0,0,3,1.3333333333333333
11253,369,107,14,3,2022-10-16T13:00:00Z,0,0,11,90,0,0,1,0,0,0,0,0,0,0,0,4,3.2,3.2,3.0,0.9,1,0.05,0.03,0.08,0.82,52,152782,700811,189465,36683,Midfielder,0,0,3,8.0
11254,370,107,14,3,2022-10-16T13:00:00Z,0,0,11,90,0,0,1,0,0,0,0,0,0,0,0,8,12.6,2.8,2.0,1.7,1,0.00,0.03,0.03,0.82,44,-9813,248606,11120,20933,Midfielder,0,0,3,3.3333333333333335
11255,371,107,14,3,2022-10-16T13:00:00Z,0,0,11,90,0,0,1,0,0,0,0,0,0,0,0,0,5.0,1.5,26.0,3.3,1,0.32,0.03,0.35,0.82,60,-7238,72356,1989,9227,Midfielder,0,0,3,1.6666666666666667
11257,373,107,14,1,2022-10-16T13:00:00Z,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,2,2.2,0.4,2.0,0.5,0,0.00,0.00,0.00,0.42,49,-1829,81381,8592,10421,Midfielder,0,0,3,4.666666666666667
11258,374,107,14,3,2022-10-16T13:00:00Z,0,0,11,77,0,0,1,0,0,0,0,0,0,0,0,4,6.6,10.8,33.0,5.0,1,0.14,0.01,0.15,0.41,56,133306,404757,143139,9833,Midfielder,0,0,3,7.0
11259,376,107,14,6,2022-10-16T13:00:00Z,0,0,11,90,0,0,1,0,0,0,0,0,0,2,0,24,18.4,0.0,0.0,1.8,1,0.00,0.00,0.00,0.82,53,-13620,2217351,92196,105816,Goalkeeper,0,0,3,2.0
11260,377,107,14,7,2022-10-16T13:00:00Z,0,0,11,90,0,0,1,0,0,0,0,0,0,0,1,27,19.8,10.8,4.0,3.5,1,0.00,0.26,0.26,0.82,44,-3211,195102,6928,10139,Defender,0,0,3,2.3333333333333335
11264,327,119,18,6,2022-10-19T19:15:00Z,2,0,12,90,0,0,1,0,0,0,0,0,0,2,0,24,21.2,0.0,0.0,2.1,1,0.00,0.00,0.00,0.61,49,-8002,648238,6974,14976,Goalkeeper,1,1,4,2.6666666666666665
11266,331,119,18,10,2022-10-19T19:15:00Z,2,0,12,90,1,0,1,0,0,0,0,0,0,0,2,38,51.8,44.2,63.0,15.9,1,0.35,0.34,0.69,0.61,51,-144,45520,793,937,Midfielder,1,1,4,2.3333333333333335
11267,332,119,18,7,2022-10-19T19:15:00Z,2,0,12,90,0,0,1,0,0,0,0,0,0,0,1,32,22.8,27.3,17.0,6.7,1,0.03,0.04,0.07,0.61,47,4488,62738,6201,1713,Defender,1,1,4,2.6666666666666665
11268,333,119,18,11,2022-10-19T19:15:00Z,2,0,12,90,1,0,1,0,0,0,0,0,0,0,3,42,61.0,115.2,43.0,21.9,1,0.21,0.53,0.74,0.61,98,-1136,229432,7668,8804,Midfielder,1,1,4,1.6666666666666667
11270,338,119,18,1,2022-10-19T19:15:00Z,2,0,12,14,0,0,0,0,0,0,0,0,0,0,0,3,0.6,1.0,2.0,0.4,0,0.00,0.00,0.00,0.03,49,-878,21347,336,1214,Midfielder,1,1,4,0.3333333333333333
11271,340,119,18,6,2022-10-19T19:15:00Z,2,0,12,86,0,1,1,0,0,0,0,0,0,0,0,22,25.2,62.8,28.0,11.6,1,0.05,0.14,0.19,0.58,73,-18099,535783,8343,26442,Midfielder,1,1,4,1.6666666666666667
11273,342,119,18,6,2022-10-19T19:15:00Z,2,0,12,90,0,0,1,0,0,0,0,0,0,0,0,26,14.0,34.0,39.0,8.7,1,0.20,0.08,0.28,0.61,46,41131,913089,64209,23078,Defender,1,1,4,3.0
11274,344,119,18,1,2022-10-19T19:15:00Z,2,0,12,3,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1.0,0.0,0.1,0,0.00,0.03,0.03,0.03,48,-2966,54677,330,3296,Midfielder,1,1,4,0.0
11278,519,119,18,1,2022-10-19T19:15:00Z,2,0,12,3,0,0,0,0,0,0,0,0,0,0,0,2,0.4,1.3,0.0,0.2,0,0.00,0.02,0.02,0.03,63,-31983,309960,2937,34920,Midfielder,1,1,4,2.3333333333333335
11279,593,119,18,2,2022-10-19T19:15:00Z,2,0,12,86,0,0,1,0,0,0,0,1,0,0,0,15,13.2,23.9,5.0,4.2,1,0.08,0.04,0.12,0.58,49,53,154139,6440,6387,Midfielder,1,1,4,2.6666666666666665
11280,609,119,18,3,2022-10-19T19:15:00Z,2,0,12,75,0,0,1,0,0,0,0,0,0,0,0,8,3.2,7.8,32.0,4.3,1,0.19,0.10,0.29,0.58,76,78949,1114041,121708,42759,Midfielder,1,1,4,6.0
11283,425,119,14,3,2022-10-19T19:15:00Z,2,0,12,90,0,0,0,2,0,0,0,0,0,8,0,29,53.2,0.0,0.0,5.3,1,0.00,0.00,0.00,1.61,55,-2133,605761,20725,22858,Goalkeeper,0,0,3,6.333333333333333
11285,427,119,14,2,2022-10-19T19:15:00Z,2,0,12,90,0,0,0,2,0,0,0,0,0,0,0,0,11.2,12.0,68.0,9.1,1,0.38,0.03,0.41,1.61,115,290882,3054404,342176,51294,Forward,0,0,3,7.333333333333333
11286,428,119,14,2,2022-10-19T19:15:00Z,2,0,12,90,0,0,0,2,0,0,0,0,0,0,0,6,8.6,27.5,3.0,3.9,1,0.03,0.05,0.08,1.61,118,11576,1453523,96895,85319,Midfielder,0,0,3,3.6666666666666665
11287,430,119,14,1,2022-10-19T19:15:00Z,2,0,12,81,0,0,0,2,0,0,0,0,0,0,0,14,27.0,0.3,0.0,2.7,1,0.00,0.00,0.00,1.61,53,124948,1248264,158422,33474,Defender,0,0,3,4.0
11288,433,119,14,2,2022-10-19T19:15:00Z,2,0,12,90,0,0,0,2,0,0,0,0,0,0,0,13,7.8,4.3,0.0,1.2,1,0.00,0.03,0.03,1.61,55,45828,358349,56127,10299,Midfielder,0,0,3,4.666666666666667
11289,435,119,14,1,2022-10-19T19:15:00Z,2,0,12,8,0,0,0,0,0,0,0,0,0,0,0,2,2.2,1.0,0.0,0.3,0,0.00,0.00,0.00,0.00,44,-2983,75304,543,3526,Defender,0,0,3,0.6666666666666666
11291,441,119,14,1,2022-10-19T19:15:00Z,2,0,12,1,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.5,0.0,0.1,0,0.00,0.00,0.00,0.00,44,-357,11900,185,542,Midfielder,0,0,3,1.0
11292,443,119,14,1,2022-10-19T19:15:00Z,2,0,12,90,0,0,0,2,0,0,0,0,0,0,0,17,22.6,10.8,0.0,3.3,1,0.03,0.02,0.05,1.61,49,14988,204810,21256,6268,Defender,0,0,3,5.0
11294,448,119,14,1,2022-10-19T19:15:00Z,2,0,12,88,0,0,0,2,0,0,0,0,0,0,0,10,11.8,6.6,10.0,2.8,1,0.06,0.08,0.14,1.61,55,94630,2701940,152626,57996,Defender,0,0,3,3.3333333333333335
11298,327,139,19,8,2022-10-30T16:15:00Z,1,0,14,90,0,0,1,0,0,0,0,0,0,4,1,30,26.2,0.0,0.0,2.6,1,0.00,0.00,0.00,1.08,49,9878,673422,26825,16947,Goalkeeper,1,1,4,3.2
11299,330,139,19,6,2022-10-30T16:15:00Z,1,0,14,90,0,0,1,0,0,0,0,0,0,0,0,26,34.0,0.8,4.0,3.9,1,0.00,0.00,0.00,1.08,47,-458,34971,310,768,Defender,1,1,4,0.0
11300,331,139,19,1,2022-10-30T16:15:00Z,1,0,14,11,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.1,4.0,0.2,0,0.13,0.00,0.13,0.67,51,-1486,51481,2743,4229,Midfielder,1,1,4,3.4
11301,332,139,19,6,2022-10-30T16:15:00Z,1,0,14,90,0,0,1,0,0,0,0,0,0,0,0,26,13.2,28.0,4.0,4.5,1,0.00,0.13,0.13,1.08,47,49439,122891,53048,3609,Defender,1,1,4,4.0
11302,333,139,19,2,2022-10-30T16:15:00Z,1,0,14,90,0,0,1,0,0,0,0,1,0,0,0,18,14.2,21.3,12.0,4.8,1,0.02,0.22,0.24,1.08,98,19404,262564,32002,12598,Midfielder,1,1,4,3.6
11304,338,139,19,1,2022-10-30T16:15:00Z,1,0,14,29,0,0,0,0,0,0,0,0,0,0,0,10,10.6,21.8,2.0,3.4,0,0.00,0.14,0.14,0.80,49,-718,20654,317,1035,Midfielder,1,1,4,0.6
11307,342,139,19,9,2022-10-30T16:15:00Z,1,0,14,90,0,0,1,0,0,0,0,0,0,0,3,36,31.2,49.4,10.0,9.1,1,0.03,0.09,0.12,1.08,47,191087,1199274,212101,21014,Defender,1,1,4,3.4
11308,344,139,19,3,2022-10-30T16:15:00Z,1,0,14,60,0,0,1,0,0,0,0,0,0,0,0,3,0.0,0.8,10.0,0.6,1,0.09,0.01,0.10,0.28,47,-2648,51657,468,3116,Midfielder,1,1,4,0.4
11312,519,139,19,8,2022-10-30T16:15:00Z,1,0,14,78,0,1,1,0,0,0,0,0,0,0,2,31,34.0,46.9,0.0,8.1,1,0.00,0.55,0.55,0.41,63,-8022,296611,8281,16303,Midfielder,1,1,4,2.2
11313,593,139,19,3,2022-10-30T16:15:00Z,1,0,14,90,0,0,1,0,0,0,0,0,0,0,0,13,14.6,12.7,0.0,2.7,1,0.00,0.04,0.04,1.08,49,29675,194025,35999,6324,Midfielder,1,1,4,4.0
11317,455,139,14,1,2022-10-30T16:15:00Z,1,0,14,45,0,0,0,1,0,0,0,0,0,2,0,9,13.2,0.0,0.0,1.3,1,0.00,0.00,0.00,0.71,50,-9841,157646,3831,13672,Goalkeeper,0,0,2,5.4
11319,457,139,14,2,2022-10-30T16:15:00Z,1,0,14,90,0,0,0,1,0,0,0,0,0,0,0,15,15.4,16.5,2.0,3.4,1,0.00,0.06,0.06,1.24,48,-5129,273592,13737,18866,Defender,0,0,2,4.0
11320,458,139,14,1,2022-10-30T16:15:00Z,1,0,14,33,0,0,0,0,0,0,0,0,0,0,0,3,5.4,11.3,7.0,2.4,0,0.03,0.00,0.03,0.49,70,-8306,162595,2288,10594,Forward,0,0,2,2.4
11322,461,139,14,2,2022-10-30T16:15:00Z,1,0,14,90,0,0,0,1,0,0,0,0,0,0,0,14,14.6,0.5,21.0,3.6,1,0.11,0.00,0.11,1.24,45,15627,206687,23964,8337,Defender,0,0,2,5.0
11324,464,139,14,2,2022-10-30T16:15:00Z,1,0,14,90,0,0,0,1,0,0,0,0,0,0,0,8,19.6,26.9,29.0,7.6,1,0.17,0.06,0.23,1.24,56,354,84686,4395,4041,Midfielder,0,0,2,2.6
11325,465,139,14,2,2022-10-30T16:15:00Z,1,0,14,90,0,0,0,1,0,0,0,0,0,0,0,2,4.4,5.3,38.0,4.8,1,0.44,0.01,0.45,1.24,81,-184417,399951,7309,191726,Midfielder,0,0,2,5.2
11326,467,139,14,2,2022-10-30T16:15:00Z,1,0,14,90,0,0,0,1,0,0,0,0,0,0,0,12,25.6,13.9,15.0,5.5,1,0.05,0.01,0.06,1.24,48,-17749,441946,9452,27201,Midfielder,0,0,2,3.8
11327,468,139,14,1,2022-10-30T16:15:00Z,1,0,14,90,0,0,0,1,0,0,0,1,0,0,0,6,15.4,5.8,14.0,3.5,1,0.04,0.01,0.05,1.24,53,-8804,103121,1344,10148,Midfielder,0,0,2,3.0
11328,469,139,14,1,2022-10-30T16:15:00Z,1,0,14,13,0,0,0,0,0,0,0,0,0,0,0,7,2.8,10.6,2.0,1.5,0,0.00,0.38,0.38,0.13,51,-7982,59075,389,8371,Midfielder,0,0,2,1.2
11331,473,139,14,1,2022-10-30T16:15:00Z,1,0,14,45,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0.0,0.0,0.1,0,0.00,0.00,0.00,0.53,43,-1845,111657,908,2753,Goalkeeper,0,0,2,0.0
11332,509,139,14,2,2022-10-30T16:15:00Z,1,0,14,76,0,0,0,1,0,0,0,0,0,0,0,12,1.4,12.3,0.0,1.4,1,0.00,0.01,0.01,1.11,43,2151,44087,7064,4913,Midfielder,0,0,2,1.2
11335,588,139,14,1,2022-10-30T16:15:00Z,1,0,14,90,0,0,0,1,0,0,0,1,0,0,0,8,18.0,3.0,4.0,2.5,1,0.00,0.02,0.02,1.24,45,-3188,42937,1375,4563,Defender,0,0,2,4.4
11337,459,139,14,2,2022-10-30T16:15:00Z,1,0,14,90,0,0,0,1,0,0,0,0,0,0,0,10,15.0,10.8,13.0,3.9,1,0.08,0.05,0.13,1.24,48,-1370,18039,44,1414,Defender,0,0,2,2.2
11338,327,169,16,7,2022-12-27T20:00:00Z,3,0,17,90,0,0,1,0,0,0,0,0,0,3,0,26,22.6,0.0,0.0,2.3,1,0.00,0.00,0.00,0.72,49,142624,918250,299298,156674,Goalkeeper,1,1,4,0.0
