,id,code,team_h,team_h_score,team_a,team_a_score,event,finished,minutes,provisional_start_time,kickoff_time,event_name,is_home,difficulty,element
0,201,2210471,1,,12,,21.0,False,0,False,2022-01-01T12:30:00Z,Gameweek 21,True,4,1
1,218,2210488,17,,1,,22.0,False,0,False,2022-01-16T16:30:00Z,Gameweek 22,False,3,1
2,221,2210491,1,,5,,23.0,False,0,False,2022-01-22T15:00:00Z,Gameweek 23,True,2,1
3,236,2210506,20,,1,,24.0,False,0,False,2022-02-10T19:45:00Z,Gameweek 24,False,3,1
4,251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,1
5,279,2210549,18,,1,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,False,2,1
6,281,2210551,1,,9,,29.0,False,0,False,2022-03-12T15:00:00Z,Gameweek 29,True,3,1
7,291,2210561,2,,1,,30.0,False,0,False,2022-03-19T15:00:00Z,Gameweek 30,False,3,1
8,304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,3,1
9,311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,1
10,326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,1
11,331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,4,1
12,349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,4,1
13,351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,1
14,365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,1
15,371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,3,1
16,243,2210513,6,,1,,,False,0,False,,,False,5,1
17,191,2210461,1,,20,,,False,0,False,,,True,3,1
18,261,2210531,1,,11,,,False,0,False,,,True,4,1
19,201,2210471,1,,12,,21.0,False,0,False,2022-01-01T12:30:00Z,Gameweek 21,True,4,4
20,218,2210488,17,,1,,22.0,False,0,False,2022-01-16T16:30:00Z,Gameweek 22,False,3,4
21,221,2210491,1,,5,,23.0,False,0,False,2022-01-22T15:00:00Z,Gameweek 23,True,2,4
22,236,2210506,20,,1,,24.0,False,0,False,2022-02-10T19:45:00Z,Gameweek 24,False,3,4
23,251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,4
24,279,2210549,18,,1,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,False,2,4
25,281,2210551,1,,9,,29.0,False,0,False,2022-03-12T15:00:00Z,Gameweek 29,True,3,4
26,291,2210561,2,,1,,30.0,False,0,False,2022-03-19T15:00:00Z,Gameweek 30,False,3,4
27,304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,3,4
28,311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,4
29,326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,4
30,331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,4,4
31,349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,4,4
32,351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,4
33,365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,4
34,371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,3,4
35,243,2210513,6,,1,,,False,0,False,,,False,5,4
36,191,2210461,1,,20,,,False,0,False,,,True,3,4
37,261,2210531,1,,11,,,False,0,False,,,True,4,4
38,201,2210471,1,,12,,21.0,False,0,False,2022-01-01T12:30:00Z,Gameweek 21,True,4,5
39,218,2210488,17,,1,,22.0,False,0,False,2022-01-16T16:30:00Z,Gameweek 22,False,3,5
40,221,2210491,1,,5,,23.0,False,0,False,2022-01-22T15:00:00Z,Gameweek 23,True,2,5
41,236,2210506,20,,1,,24.0,False,0,False,2022-02-10T19:45:00Z,Gameweek 24,False,3,5
42,251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,5
43,279,2210549,18,,1,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,False,2,5
44,281,2210551,1,,9,,29.0,False,0,False,2022-03-12T15:00:00Z,Gameweek 29,True,3,5
45,291,2210561,2,,1,,30.0,False,0,False,2022-03-19T15:00:00Z,Gameweek 30,False,3,5
46,304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,3,5
47,311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,5
48,326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,5
49,331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,4,5
50,349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,4,5
51,351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,5
52,365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,5
53,371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,3,5
54,243,2210513,6,,1,,,False,0,False,,,False,5,5
55,191,2210461,1,,20,,,False,0,False,,,True,3,5
56,261,2210531,1,,11,,,False,0,False,,,True,4,5
57,201,2210471,1,,12,,21.0,False,0,False,2022-01-01T12:30:00Z,Gameweek 21,True,4,6
58,218,2210488,17,,1,,22.0,False,0,False,2022-01-16T16:30:00Z,Gameweek 22,False,3,6
59,221,2210491,1,,5,,23.0,False,0,False,2022-01-22T15:00:00Z,Gameweek 23,True,2,6
60,236,2210506,20,,1,,24.0,False,0,False,2022-02-10T19:45:00Z,Gameweek 24,False,3,6
61,251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,6
62,279,2210549,18,,1,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,False,2,6
63,281,2210551,1,,9,,29.0,False,0,False,2022-03-12T15:00:00Z,Gameweek 29,True,3,6
64,291,2210561,2,,1,,30.0,False,0,False,2022-03-19T15:00:00Z,Gameweek 30,False,3,6
65,304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,3,6
66,311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,6
67,326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,6
68,331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,4,6
69,349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,4,6
70,351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,6
71,365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,6
72,371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,3,6
73,243,2210513,6,,1,,,False,0,False,,,False,5,6
74,191,2210461,1,,20,,,False,0,False,,,True,3,6
75,261,2210531,1,,11,,,False,0,False,,,True,4,6
76,201,2210471,1,,12,,21.0,False,0,False,2022-01-01T12:30:00Z,Gameweek 21,True,4,7
77,218,2210488,17,,1,,22.0,False,0,False,2022-01-16T16:30:00Z,Gameweek 22,False,3,7
78,221,2210491,1,,5,,23.0,False,0,False,2022-01-22T15:00:00Z,Gameweek 23,True,2,7
79,236,2210506,20,,1,,24.0,False,0,False,2022-02-10T19:45:00Z,Gameweek 24,False,3,7
80,251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,7
81,279,2210549,18,,1,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,False,2,7
82,281,2210551,1,,9,,29.0,False,0,False,2022-03-12T15:00:00Z,Gameweek 29,True,3,7
83,291,2210561,2,,1,,30.0,False,0,False,2022-03-19T15:00:00Z,Gameweek 30,False,3,7
84,304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,3,7
85,311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,7
86,326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,7
87,331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,4,7
88,349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,4,7
89,351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,7
90,365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,7
91,371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,3,7
92,243,2210513,6,,1,,,False,0,False,,,False,5,7
93,191,2210461,1,,20,,,False,0,False,,,True,3,7
94,261,2210531,1,,11,,,False,0,False,,,True,4,7
95,201,2210471,1,,12,,21.0,False,0,False,2022-01-01T12:30:00Z,Gameweek 21,True,4,8
96,218,2210488,17,,1,,22.0,False,0,False,2022-01-16T16:30:00Z,Gameweek 22,False,3,8
97,221,2210491,1,,5,,23.0,False,0,False,2022-01-22T15:00:00Z,Gameweek 23,True,2,8
98,236,2210506,20,,1,,24.0,False,0,False,2022-02-10T19:45:00Z,Gameweek 24,False,3,8
99,251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,8
100,279,2210549,18,,1,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,False,2,8
101,281,2210551,1,,9,,29.0,False,0,False,2022-03-12T15:00:00Z,Gameweek 29,True,3,8
102,291,2210561,2,,1,,30.0,False,0,False,2022-03-19T15:00:00Z,Gameweek 30,False,3,8
103,304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,3,8
104,311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,8
105,326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,8
106,331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,4,8
107,349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,4,8
108,351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,8
109,365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,8
110,371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,3,8
111,243,2210513,6,,1,,,False,0,False,,,False,5,8
112,191,2210461,1,,20,,,False,0,False,,,True,3,8
113,261,2210531,1,,11,,,False,0,False,,,True,4,8
114,201,2210471,1,,12,,21.0,False,0,False,2022-01-01T12:30:00Z,Gameweek 21,True,4,10
115,218,2210488,17,,1,,22.0,False,0,False,2022-01-16T16:30:00Z,Gameweek 22,False,3,10
116,221,2210491,1,,5,,23.0,False,0,False,2022-01-22T15:00:00Z,Gameweek 23,True,2,10
117,236,2210506,20,,1,,24.0,False,0,False,2022-02-10T19:45:00Z,Gameweek 24,False,3,10
118,251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,10
119,279,2210549,18,,1,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,False,2,10
120,281,2210551,1,,9,,29.0,False,0,False,2022-03-12T15:00:00Z,Gameweek 29,True,3,10
121,291,2210561,2,,1,,30.0,False,0,False,2022-03-19T15:00:00Z,Gameweek 30,False,3,10
122,304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,3,10
123,311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,10
124,326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,10
125,331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,4,10
126,349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,4,10
127,351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,10
128,365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,10
129,371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,3,10
130,243,2210513,6,,1,,,False,0,False,,,False,5,10
131,191,2210461,1,,20,,,False,0,False,,,True,3,10
132,261,2210531,1,,11,,,False,0,False,,,True,4,10
133,201,2210471,1,,12,,21.0,False,0,False,2022-01-01T12:30:00Z,Gameweek 21,True,4,12
134,218,2210488,17,,1,,22.0,False,0,False,2022-01-16T16:30:00Z,Gameweek 22,False,3,12
135,221,2210491,1,,5,,23.0,False,0,False,2022-01-22T15:00:00Z,Gameweek 23,True,2,12
136,236,2210506,20,,1,,24.0,False,0,False,2022-02-10T19:45:00Z,Gameweek 24,False,3,12
137,251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,12
138,279,2210549,18,,1,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,False,2,12
139,281,2210551,1,,9,,29.0,False,0,False,2022-03-12T15:00:00Z,Gameweek 29,True,3,12
140,291,2210561,2,,1,,30.0,False,0,False,2022-03-19T15:00:00Z,Gameweek 30,False,3,12
141,304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,3,12
142,311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,12
143,326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,12
144,331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,4,12
145,349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,4,12
146,351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,12
147,365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,12
148,371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,3,12
149,243,2210513,6,,1,,,False,0,False,,,False,5,12
150,191,2210461,1,,20,,,False,0,False,,,True,3,12
151,261,2210531,1,,11,,,False,0,False,,,True,4,12
152,201,2210471,1,,12,,21.0,False,0,False,2022-01-01T12:30:00Z,Gameweek 21,True,4,13
153,218,2210488,17,,1,,22.0,False,0,False,2022-01-16T16:30:00Z,Gameweek 22,False,3,13
154,221,2210491,1,,5,,23.0,False,0,False,2022-01-22T15:00:00Z,Gameweek 23,True,2,13
155,236,2210506,20,,1,,24.0,False,0,False,2022-02-10T19:45:00Z,Gameweek 24,False,3,13
156,251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,13
157,279,2210549,18,,1,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,False,2,13
158,281,2210551,1,,9,,29.0,False,0,False,2022-03-12T15:00:00Z,Gameweek 29,True,3,13
159,291,2210561,2,,1,,30.0,False,0,False,2022-03-19T15:00:00Z,Gameweek 30,False,3,13
160,304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,3,13
161,311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,13
162,326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,13
163,331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,4,13
164,349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,4,13
165,351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,13
166,365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,13
167,371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,3,13
168,243,2210513,6,,1,,,False,0,False,,,False,5,13
169,191,2210461,1,,20,,,False,0,False,,,True,3,13
170,261,2210531,1,,11,,,False,0,False,,,True,4,13
171,201,2210471,1,,12,,21.0,False,0,False,2022-01-01T12:30:00Z,Gameweek 21,True,4,14
172,218,2210488,17,,1,,22.0,False,0,False,2022-01-16T16:30:00Z,Gameweek 22,False,3,14
173,221,2210491,1,,5,,23.0,False,0,False,2022-01-22T15:00:00Z,Gameweek 23,True,2,14
174,236,2210506,20,,1,,24.0,False,0,False,2022-02-10T19:45:00Z,Gameweek 24,False,3,14
175,251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,14
176,279,2210549,18,,1,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,False,2,14
177,281,2210551,1,,9,,29.0,False,0,False,2022-03-12T15:00:00Z,Gameweek 29,True,3,14
178,291,2210561,2,,1,,30.0,False,0,False,2022-03-19T15:00:00Z,Gameweek 30,False,3,14
179,304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,3,14
180,311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,14
181,326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,14
182,331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,4,14
183,349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,4,14
184,351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,14
185,365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,14
186,371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,3,14
187,243,2210513,6,,1,,,False,0,False,,,False,5,14
188,191,2210461,1,,20,,,False,0,False,,,True,3,14
189,261,2210531,1,,11,,,False,0,False,,,True,4,14
190,201,2210471,1,,12,,21.0,False,0,False,2022-01-01T12:30:00Z,Gameweek 21,True,4,15
191,218,2210488,17,,1,,22.0,False,0,False,2022-01-16T16:30:00Z,Gameweek 22,False,3,15
192,221,2210491,1,,5,,23.0,False,0,False,2022-01-22T15:00:00Z,Gameweek 23,True,2,15
193,236,2210506,20,,1,,24.0,False,0,False,2022-02-10T19:45:00Z,Gameweek 24,False,3,15
194,251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,15
195,279,2210549,18,,1,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,False,2,15
196,281,2210551,1,,9,,29.0,False,0,False,2022-03-12T15:00:00Z,Gameweek 29,True,3,15
197,291,2210561,2,,1,,30.0,False,0,False,2022-03-19T15:00:00Z,Gameweek 30,False,3,15
198,304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,3,15
199,311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,15
200,326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,15
201,331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,4,15
202,349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,4,15
203,351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,15
204,365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,15
205,371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,3,15
206,243,2210513,6,,1,,,False,0,False,,,False,5,15
207,191,2210461,1,,20,,,False,0,False,,,True,3,15
208,261,2210531,1,,11,,,False,0,False,,,True,4,15
209,201,2210471,1,,12,,21.0,False,0,False,2022-01-01T12:30:00Z,Gameweek 21,True,4,16
210,218,2210488,17,,1,,22.0,False,0,False,2022-01-16T16:30:00Z,Gameweek 22,False,3,16
211,221,2210491,1,,5,,23.0,False,0,False,2022-01-22T15:00:00Z,Gameweek 23,True,2,16
212,236,2210506,20,,1,,24.0,False,0,False,2022-02-10T19:45:00Z,Gameweek 24,False,3,16
213,251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,16
214,279,2210549,18,,1,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,False,2,16
215,281,2210551,1,,9,,29.0,False,0,False,2022-03-12T15:00:00Z,Gameweek 29,True,3,16
216,291,2210561,2,,1,,30.0,False,0,False,2022-03-19T15:00:00Z,Gameweek 30,False,3,16
217,304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,3,16
218,311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,16
219,326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,16
220,331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,4,16
221,349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,4,16
222,351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,16
223,365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,16
224,371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,3,16
225,243,2210513,6,,1,,,False,0,False,,,False,5,16
226,191,2210461,1,,20,,,False,0,False,,,True,3,16
227,261,2210531,1,,11,,,False,0,False,,,True,4,16
228,201,2210471,1,,12,,21.0,False,0,False,2022-01-01T12:30:00Z,Gameweek 21,True,4,17
229,218,2210488,17,,1,,22.0,False,0,False,2022-01-16T16:30:00Z,Gameweek 22,False,3,17
230,221,2210491,1,,5,,23.0,False,0,False,2022-01-22T15:00:00Z,Gameweek 23,True,2,17
231,236,2210506,20,,1,,24.0,False,0,False,2022-02-10T19:45:00Z,Gameweek 24,False,3,17
232,251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,17
233,279,2210549,18,,1,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,False,2,17
234,281,2210551,1,,9,,29.0,False,0,False,2022-03-12T15:00:00Z,Gameweek 29,True,3,17
235,291,2210561,2,,1,,30.0,False,0,False,2022-03-19T15:00:00Z,Gameweek 30,False,3,17
236,304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,3,17
237,311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,17
238,326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,17
239,331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,4,17
240,349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,4,17
241,351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,17
242,365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,17
243,371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,3,17
244,243,2210513,6,,1,,,False,0,False,,,False,5,17
245,191,2210461,1,,20,,,False,0,False,,,True,3,17
246,261,2210531,1,,11,,,False,0,False,,,True,4,17
247,201,2210471,1,,12,,21.0,False,0,False,2022-01-01T12:30:00Z,Gameweek 21,True,4,20
248,218,2210488,17,,1,,22.0,False,0,False,2022-01-16T16:30:00Z,Gameweek 22,False,3,20
249,221,2210491,1,,5,,23.0,False,0,False,2022-01-22T15:00:00Z,Gameweek 23,True,2,20
250,236,2210506,20,,1,,24.0,False,0,False,2022-02-10T19:45:00Z,Gameweek 24,False,3,20
251,251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,20
252,279,2210549,18,,1,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,False,2,20
253,281,2210551,1,,9,,29.0,False,0,False,2022-03-12T15:00:00Z,Gameweek 29,True,3,20
254,291,2210561,2,,1,,30.0,False,0,False,2022-03-19T15:00:00Z,Gameweek 30,False,3,20
255,304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,3,20
256,311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,20
257,326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,20
258,331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,4,20
259,349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,4,20
260,351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,20
261,365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,20
262,371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,3,20
263,243,2210513,6,,1,,,False,0,False,,,False,5,20
264,191,2210461,1,,20,,,False,0,False,,,True,3,20
265,261,2210531,1,,11,,,False,0,False,,,True,4,20
266,201,2210471,1,,12,,21.0,False,0,False,2022-01-01T12:30:00Z,Gameweek 21,True,4,21
267,218,2210488,17,,1,,22.0,False,0,False,2022-01-16T16:30:00Z,Gameweek 22,False,3,21
268,221,2210491,1,,5,,23.0,False,0,False,2022-01-22T15:00:00Z,Gameweek 23,True,2,21
269,236,2210506,20,,1,,24.0,False,0,False,2022-02-10T19:45:00Z,Gameweek 24,False,3,21
270,251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,21
271,279,2210549,18,,1,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,False,2,21
272,281,2210551,1,,9,,29.0,False,0,False,2022-03-12T15:00:00Z,Gameweek 29,True,3,21
273,291,2210561,2,,1,,30.0,False,0,False,2022-03-19T15:00:00Z,Gameweek 30,False,3,21
274,304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,3,21
275,311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,21
276,326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,21
277,331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,4,21
278,349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,4,21
279,351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,21
280,365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,21
